length_m,diameter_mm,installation_type,insulation_material,year_of_operation,pipeline_replacement
412.1,100,above_ground,polyurethane_foam,2000,no
409.2,100,underground,foam_glass,2011,no
397.4,150,underground,polyurethane_foam,1991,yes
282.9,250,in_channel,polyurethane_foam,1993,yes
189.4,100,above_ground,mineral_wool,2009,no
416.3,150,in_channel,foam_glass,2011,no
205.2,150,underground,polyurethane_foam,1988,yes
158.2,200,underground,foam_glass,2000,no
178.8,100,above_ground,mineral_wool,1984,no
270.4,200,above_ground,polyurethane_foam,2020,yes
447.1,300,underground,foam_glass,2005,no
393.3,300,in_channel,polyurethane_foam,1981,yes
237.6,250,in_channel,polyurethane_foam,2004,yes
303.9,300,underground,polyurethane_foam,2017,no
341.7,200,above_ground,foam_glass,2009,no
226.5,200,underground,mineral_wool,1986,no
329.6,100,underground,foam_glass,1992,no
60.9,200,underground,foam_glass,2000,yes
169.0,150,in_channel,foam_glass,2010,no
191.1,100,underground,mineral_wool,1993,no
164.6,150,underground,mineral_wool,2016,yes
372.1,150,underground,polyurethane_foam,2002,no
321.1,200,above_ground,mineral_wool,1987,yes
182.1,250,in_channel,mineral_wool,1994,no
185.8,250,above_ground,polyurethane_foam,2013,no
387.0,150,above_ground,foam_glass,1982,yes
221.4,200,underground,polyurethane_foam,2010,no
386.0,200,above_ground,polyurethane_foam,2012,yes
310.6,200,above_ground,polyurethane_foam,1980,yes
419.0,200,underground,mineral_wool,1984,yes
167.1,100,in_channel,polyurethane_foam,1988,no
249.5,100,above_ground,mineral_wool,1987,no
102.3,300,in_channel,polyurethane_foam,1999,yes
295.7,250,in_channel,polyurethane_foam,2023,yes
457.1,100,underground,polyurethane_foam,1999,no
493.4,250,underground,mineral_wool,2018,yes
458.2,100,above_ground,foam_glass,2023,yes
356.1,100,underground,polyurethane_foam,2020,no
221.5,200,in_channel,mineral_wool,2001,no
247.2,200,underground,polyurethane_foam,1985,no
401.8,300,above_ground,foam_glass,1996,yes
220.0,300,in_channel,mineral_wool,2007,yes
416.1,100,underground,mineral_wool,2019,no
72.9,300,underground,mineral_wool,2004,yes
420.0,300,above_ground,foam_glass,1988,yes
53.8,200,underground,polyurethane_foam,2017,yes
238.3,200,underground,polyurethane_foam,1999,yes
208.0,100,in_channel,mineral_wool,2019,yes
472.4,250,above_ground,polyurethane_foam,1980,yes
412.6,100,above_ground,mineral_wool,1983,no
429.0,250,underground,polyurethane_foam,2013,no
373.1,100,above_ground,mineral_wool,1999,no
69.4,300,underground,foam_glass,2022,no
245.3,150,underground,polyurethane_foam,1986,no
376.5,250,in_channel,foam_glass,2014,yes
90.4,300,above_ground,foam_glass,2001,no
74.5,150,underground,mineral_wool,2015,yes
337.8,150,underground,polyurethane_foam,1998,yes
266.7,100,in_channel,polyurethane_foam,1992,no
382.1,150,above_ground,foam_glass,1995,yes
322.2,250,underground,polyurethane_foam,2004,no
55.9,200,in_channel,polyurethane_foam,2010,no
207.6,200,in_channel,mineral_wool,2008,no
493.6,300,in_channel,polyurethane_foam,1988,yes
318.0,100,underground,mineral_wool,1987,no
397.0,150,underground,polyurethane_foam,2013,no
374.8,200,underground,polyurethane_foam,2000,yes
337.2,100,above_ground,mineral_wool,2006,no
85.3,200,underground,foam_glass,2015,yes
400.0,250,above_ground,mineral_wool,2022,yes
201.3,250,in_channel,foam_glass,2000,no
96.8,200,in_channel,mineral_wool,1995,no
167.0,100,underground,polyurethane_foam,1995,no
124.3,200,underground,mineral_wool,1996,no
129.8,200,underground,polyurethane_foam,2012,no
307.2,100,in_channel,foam_glass,2006,no
499.5,250,above_ground,polyurethane_foam,2022,no
255.7,150,underground,foam_glass,1985,yes
307.3,100,above_ground,polyurethane_foam,1999,no
423.8,300,in_channel,mineral_wool,1986,yes
180.0,200,underground,polyurethane_foam,1981,yes
217.6,300,underground,polyurethane_foam,2010,no
402.5,150,underground,foam_glass,1985,yes
372.9,100,underground,mineral_wool,2011,yes
170.7,250,above_ground,foam_glass,1985,no
317.0,300,above_ground,mineral_wool,2017,yes
212.0,250,in_channel,mineral_wool,2004,no
144.5,300,underground,polyurethane_foam,2011,no
62.9,300,above_ground,mineral_wool,1996,no
497.5,150,in_channel,foam_glass,2000,no
181.4,300,above_ground,mineral_wool,1993,yes
285.2,150,above_ground,polyurethane_foam,1996,yes
326.7,250,in_channel,mineral_wool,1994,yes
266.6,200,in_channel,foam_glass,1993,yes
487.6,200,above_ground,foam_glass,2000,no
133.6,200,in_channel,polyurethane_foam,2011,no
191.8,150,underground,mineral_wool,2011,no
165.0,250,above_ground,foam_glass,1991,yes
444.5,200,above_ground,polyurethane_foam,1986,yes
379.5,200,above_ground,polyurethane_foam,2008,no
270.9,250,above_ground,mineral_wool,1992,yes
453.1,150,above_ground,mineral_wool,2020,no
373.2,200,above_ground,polyurethane_foam,2014,no
414.7,250,in_channel,foam_glass,1985,yes
281.0,200,underground,foam_glass,2020,no
177.1,150,above_ground,mineral_wool,1983,no
418.7,100,above_ground,foam_glass,2022,no
267.7,100,above_ground,polyurethane_foam,2009,no
253.9,300,underground,polyurethane_foam,2008,no
461.7,300,in_channel,polyurethane_foam,2021,no
140.0,300,in_channel,polyurethane_foam,2001,no
64.8,250,above_ground,mineral_wool,1998,yes
435.1,200,in_channel,mineral_wool,2013,no
112.6,150,above_ground,polyurethane_foam,1981,yes
269.9,100,underground,polyurethane_foam,2012,no
201.9,300,in_channel,foam_glass,1999,no
228.1,100,underground,polyurethane_foam,2003,no
316.9,300,underground,foam_glass,1992,yes
366.4,200,above_ground,foam_glass,1994,yes
185.7,100,in_channel,mineral_wool,1987,yes
300.9,100,underground,polyurethane_foam,1998,no
224.3,250,above_ground,mineral_wool,1991,no
261.6,250,underground,mineral_wool,1983,yes
233.0,200,in_channel,foam_glass,2006,yes
62.3,250,in_channel,polyurethane_foam,2012,no
365.8,150,underground,foam_glass,1994,yes
412.5,250,in_channel,mineral_wool,1986,yes
291.9,200,above_ground,polyurethane_foam,2017,yes
293.9,100,underground,foam_glass,2013,no
56.2,100,underground,polyurethane_foam,1980,no
444.5,300,underground,mineral_wool,1982,yes
430.5,250,underground,mineral_wool,2007,no
380.8,200,underground,polyurethane_foam,2019,yes
329.5,200,above_ground,foam_glass,2023,yes
141.6,100,underground,polyurethane_foam,2016,yes
238.8,100,above_ground,foam_glass,2021,no
381.0,150,underground,foam_glass,1984,yes
80.8,250,above_ground,mineral_wool,2000,no
494.3,100,underground,mineral_wool,1980,yes
351.1,100,above_ground,polyurethane_foam,1986,no
356.3,300,underground,foam_glass,1985,yes
408.4,200,underground,foam_glass,2009,no
118.3,150,in_channel,mineral_wool,1991,yes
341.9,300,underground,polyurethane_foam,2010,no
367.4,250,in_channel,polyurethane_foam,2019,no
421.5,200,in_channel,mineral_wool,1984,yes
50.8,200,in_channel,polyurethane_foam,1983,yes
306.8,100,underground,foam_glass,1993,no
184.3,100,underground,polyurethane_foam,1989,no
394.0,200,above_ground,foam_glass,2017,yes
489.2,250,underground,polyurethane_foam,1983,yes
65.0,300,above_ground,foam_glass,2009,no
73.6,150,underground,foam_glass,2023,no
451.2,200,in_channel,mineral_wool,2008,no
125.5,200,above_ground,mineral_wool,2022,no
448.7,250,in_channel,mineral_wool,2016,no
332.3,200,above_ground,foam_glass,1984,yes
488.3,150,in_channel,polyurethane_foam,1993,yes
258.8,250,in_channel,polyurethane_foam,1983,yes
258.1,200,above_ground,mineral_wool,1986,yes
472.8,100,underground,mineral_wool,1981,no
150.1,150,in_channel,polyurethane_foam,2021,no
222.8,200,above_ground,polyurethane_foam,2020,no
153.9,200,above_ground,foam_glass,1981,no
499.8,250,above_ground,foam_glass,2022,yes
164.9,300,above_ground,mineral_wool,2013,no
383.8,300,in_channel,mineral_wool,2007,no
288.6,200,underground,polyurethane_foam,1986,yes
269.6,200,above_ground,foam_glass,2001,yes
96.2,100,underground,foam_glass,1983,no
150.2,200,underground,foam_glass,2012,yes
401.2,250,underground,mineral_wool,2017,no
408.3,250,underground,mineral_wool,2017,yes
307.0,300,above_ground,foam_glass,2005,yes
353.1,300,in_channel,foam_glass,2015,no
167.6,150,underground,foam_glass,1986,yes
405.7,200,above_ground,mineral_wool,2018,no
222.0,300,in_channel,polyurethane_foam,1980,no
378.3,300,in_channel,polyurethane_foam,1996,yes
440.4,150,in_channel,polyurethane_foam,1983,yes
253.8,150,in_channel,polyurethane_foam,1985,yes
226.0,300,in_channel,mineral_wool,1987,no
72.6,300,underground,polyurethane_foam,2000,no
165.3,200,above_ground,polyurethane_foam,1981,no
158.8,200,above_ground,polyurethane_foam,2003,no
250.4,200,above_ground,foam_glass,1994,yes
265.7,150,in_channel,mineral_wool,1995,yes
225.4,150,above_ground,polyurethane_foam,1981,no
